"Year","Month","Nationality","State","Students","Share","Growth"
"2002","Dec","South Africa","QLD","98","0",""
"2002","Dec","Hong Kong","VIC","5707","9",""
"2002","Dec","Other","VIC","110","0",""
"2002","Dec","Samoa ","VIC","6","0",""
"2002","Dec","Trinidad and Tobago","QLD","4","0",""
"2002","Dec","Costa Rica","VIC","4","0",""
"2002","Dec","Mongolia","VIC","8","0",""
"2002","Dec","France","VIC","252","0",""
"2002","Dec","Uganda","VIC","5","0",""
"2002","Dec","France","QLD","470","1",""
"2020","Dec","Hong Kong","QLD","2477","2","-6"
"2020","Dec","Andorra","VIC","4","0","0"
"2020","Dec","Romania","QLD","24","0","-4"
"2020","Dec","Tonga","QLD","12","0","20"
"2020","Dec","France","VIC","999","0","-17"
"2020","Dec","Uganda","VIC","49","0","2"
"2020","Dec","France","QLD","830","1","-22"
"2020","Dec","Guinea-Bissau","VIC","4","0","0"
"2020","Dec","North Macedonia","QLD","15","0","50"
"2020","Dec","Belize","QLD","4","0",""
"2002","Dec","Moldova","VIC","8","0",""
"2002","Dec","Barbados","VIC","4","0",""
"2002","Dec","Zimbabwe","VIC","142","0",""
"2002","Dec","Liberia","QLD","4","0",""
"2002","Dec","Belarus","QLD","4","0",""
"2009","Dec","Tajikistan","VIC","4","0","50"
"2009","Dec","Kiribati","VIC","4","0",""
"2009","Dec","Laos","VIC","54","0","46"
"2009","Dec","Madagascar","WA","4","0","-33"
"2009","Dec","Lebanon","VIC","255","0","29"
"2009","Dec","Armenia","VIC","4","0","0"
"2009","Dec","Egypt","QLD","43","0","10"
"2009","Dec","Finland","VIC","67","0","8"
"2016","Dec","Syria","WA","5","0","25"
"2016","Dec","Ireland","WA","123","0","-22"
"2016","Dec","Ghana","WA","75","0","47"
"2002","Dec","Mozambique","VIC","4","0",""
"2002","Dec","Ghana","VIC","11","0",""
"2002","Dec","Peru","QLD","21","0",""
"2002","Dec","Syria","VIC","11","0",""
"2002","Dec","Sierra Leone","QLD","4","0",""
"2002","Dec","Mozambique","QLD","4","0",""
"2002","Dec","Malta","VIC","4","0",""
"2002","Dec","Sudan","QLD","4","0",""
"2004","Dec","Algeria","NT","4","0","0"
"2020","Dec","South Africa","QLD","249","0","12"
"2020","Dec","India","QLD","13691","14","-6"
"2020","Dec","Zimbabwe","VIC","260","0","-2"
"2020","Dec","Bosnia and Herzegovina","QLD","8","0","-11"
"2020","Dec","Belarus","QLD","5","0","0"
"2020","Dec","Malta","QLD","6","0","100"
"2020","Dec","Ireland","QLD","106","0","-17"
"2020","Dec","Costa Rica","QLD","15","0","-17"
"2020","Dec","Syria","QLD","4","0","0"
"2009","Dec","Jordan","WA","38","0","3"
"2009","Dec","Malawi","VIC","12","0","9"
"2009","Dec","Cuba","WA","4","0","100"
"2009","Dec","Czech Republic","QLD","270","0","7"
"2009","Dec","Laos","QLD","10","0","25"
"2009","Dec","Yemen","WA","6","0","0"
"2009","Dec","Burkina Faso","QLD","4","0","0"
"2009","Dec","Nicaragua","QLD","4","0","100"
"2009","Dec","Kyrgyzstan","VIC","4","0","0"
"2009","Dec","Malawi","WA","51","0","11"
"2016","Dec","France","WA","417","1","3"
"2016","Dec","Hong Kong","WA","1511","4","9"
"2016","Dec","Samoa ","WA","4","0","0"
"2016","Dec","Uganda","WA","21","0","40"
"2020","Dec","Samoa ","VIC","6","0","500"
"2020","Dec","Costa Rica","VIC","12","0","-29"
"2020","Dec","Mongolia","VIC","247","0","-12"
"2020","Dec","Andorra","QLD","4","0","-25"
"2020","Dec","Barbados","QLD","4","0","0"
"2020","Dec","Macau","QLD","183","0","-14"
"2020","Dec","Brazil","QLD","6726","7","-23"
"2016","Dec","Mozambique","WA","4","0","0"
"2016","Dec","Other","WA","9","0","-25"
"2016","Dec","Mongolia","WA","18","0","29"
"2014","Dec","Iran","TAS","48","1","4"
"2014","Dec","Philippines","TAS","26","1","24"
"2014","Dec","Malawi","TAS","4","0","0"
"2014","Dec","Kiribati","TAS","4","0",""
"2014","Dec","Vietnam","TAS","76","2","9"
"2020","Dec","Mozambique","QLD","10","0","0"
"2020","Dec","Montenegro","VIC","4","0","-83"
"2020","Dec","Malaysia","QLD","1804","2","-19"
"2020","Dec","Madagascar","QLD","4","0","0"
"2020","Dec","Moldova","QLD","4","0","-50"
"2020","Dec","Zimbabwe","QLD","210","0","-5"
"2020","Dec","United Arab Emirates","VIC","123","0","0"
"2020","Dec","Hong Kong","VIC","2997","1","-5"
"2009","Dec","Korea, Democratic People's Republic of (North)","QLD","4","0","-33"
"2009","Dec","Vietnam","QLD","1454","2","53"
"2009","Dec","Singapore","QLD","1347","2","11"
"2009","Dec","Namibia","WA","4","0","-25"
"2009","Dec","Sierra Leone","WA","4","0","100"
"2009","Dec","Indonesia","WA","1651","4","8"
"2009","Dec","Vietnam","VIC","7751","5","46"
"2009","Dec","Tuvalu","QLD","5","0","-29"
"2009","Dec","Mongolia","QLD","45","0","45"
"2002","Dec","Malta","QLD","4","0",""
"2002","Dec","Ireland","QLD","23","0",""
"2002","Dec","Costa Rica","QLD","4","0",""
"2002","Dec","Syria","QLD","4","0",""
"2002","Dec","Hong Kong","QLD","2133","6",""
"2020","Dec","Ireland","VIC","307","0","5"
"2020","Dec","Tonga","VIC","7","0","75"
"2020","Dec","Grenada","VIC","4","0","-50"
"2020","Dec","Rwanda","QLD","10","0","0"
"2020","Dec","Netherlands","QLD","165","0","-23"
"2020","Dec","Ethiopia","VIC","45","0","7"
"2020","Dec","Vanuatu","QLD","4","0","-50"
"2020","Dec","Mozambique","VIC","10","0","0"
"2020","Dec","Ghana","VIC","104","0","-21"
"2020","Dec","Syria","VIC","6","0","-14"
"2020","Dec","Sierra Leone","QLD","4","0","0"
"2009","Dec","Finland","WA","17","0","-19"
"2009","Dec","Morocco","WA","4","0","-33"
"2009","Dec","Tuvalu","VIC","4","0","100"
"2009","Dec","Czech Republic","VIC","70","0","-9"
"2009","Dec","Lithuania","QLD","6","0","-14"
"2009","Dec","Kuwait","WA","18","0","20"
"2009","Dec","Portugal","QLD","169","0","21"
"2009","Dec","Serbia","WA","11","0","120"
"2020","Dec","Malawi","VIC","22","0","38"
"2020","Dec","Namibia","VIC","4","0","-67"
"2020","Dec","Nigeria","QLD","356","0","-19"
"2020","Dec","Swaziland","VIC","4","0","-67"
"2020","Dec","Slovenia","QLD","33","0","-18"
"2020","Dec","Belgium","QLD","112","0","-13"
"2020","Dec","Kuwait","VIC","169","0","-20"
"2020","Dec","Finland","QLD","72","0","-35"
"2020","Dec","Thailand","QLD","1694","2","-19"
"2020","Dec","Nauru","VIC","4","0","0"
"2009","Dec","Fiji","QLD","115","0","-2"
"2009","Dec","Cuba","QLD","4","0",""
"2009","Dec","France","VIC","469","0","12"
"2009","Dec","Yugoslavia","VIC","5","0","-17"
"2009","Dec","Estonia","QLD","12","0","0"
"2009","Dec","Mongolia","WA","26","0","73"
"2009","Dec","Trinidad and Tobago","VIC","4","0","50"
"2009","Dec","Belize","QLD","4","0","0"
"2009","Dec","Japan","WA","824","2","-15"
"2009","Dec","Denmark","VIC","167","0","22"
"2009","Dec","Ukraine","VIC","21","0","11"
"2009","Dec","Pakistan","VIC","2688","2","12"
"2009","Dec","Malta","QLD","4","0","-67"
"2009","Dec","Afghanistan","VIC","26","0","37"
"2009","Dec","Brazil","VIC","804","1","28"
"2009","Dec","Zambia","VIC","43","0","-9"
"2009","Dec","St Vincent and the Grenadines","VIC","4","0",""
"2009","Dec","Azerbaijan","VIC","4","0","50"
"2009","Dec","Mozambique","VIC","8","0","60"
"2009","Dec","Taiwan","VIC","1398","1","-3"
"2009","Dec","Ecuador","QLD","65","0","33"
"2009","Dec","Ghana","VIC","16","0","-20"
"2009","Dec","Liechtenstein","QLD","4","0","0"
"2009","Dec","Bangladesh","QLD","173","0","6"
"2009","Dec","Moldova","WA","4","0","-50"
"2009","Dec","Morocco","VIC","4","0","-40"
"2009","Dec","Oman","QLD","238","0","27"
"2016","Dec","Malawi","WA","32","0","-11"
"2002","Dec","Guatemala","VIC","4","0",""
"2002","Dec","East Timor","QLD","30","0",""
"2002","Dec","Laos","VIC","42","0",""
"2002","Dec","Lebanon","VIC","49","0",""
"2002","Dec","Finland","VIC","38","0",""
"2002","Dec","Serbia","QLD","4","0",""
"2002","Dec","Hungary","VIC","60","0",""
"2002","Dec","Angola","VIC","8","0",""
"2002","Dec","Japan","QLD","4333","11",""
"2002","Dec","Honduras","QLD","4","0",""
"2020","Dec","Somalia","VIC","4","0","0"
"2020","Dec","Yemen","VIC","13","0","-24"
"2020","Dec","Tanzania","VIC","36","0","3"
"2020","Dec","Angola","QLD","4","0","0"
"2020","Dec","Philippines","VIC","5074","2","0"
"2002","Dec","Nepal","VIC","211","0",""
"2002","Dec","Kiribati","QLD","11","0",""
"2002","Dec","Cambodia","VIC","92","0",""
"2002","Dec","Sri Lanka","VIC","1834","3",""
"2002","Dec","Bhutan","QLD","4","0",""
"2002","Dec","United States of America","VIC","1734","3",""
"2009","Dec","Belarus","QLD","4","0","-67"
"2009","Dec","France","WA","687","2","-3"
"2009","Dec","Other","VIC","121","0","-1"
"2009","Dec","Paraguay","VIC","4","0","0"
"2009","Dec","Kuwait","QLD","105","0","14"
"2009","Dec","Hong Kong","WA","970","2","-5"
"2009","Dec","Tanzania","QLD","26","0","4"
"2009","Dec","Venezuela","WA","39","0","70"
"2009","Dec","Andorra","QLD","4","0","0"
"2009","Dec","Jordan","QLD","62","0","11"
"2009","Dec","Macau","VIC","124","0","32"
"2009","Dec","Yugoslavia","WA","4","0","0"
"2016","Dec","Kuwait","WA","162","0","-12"
"2016","Dec","Serbia","WA","10","0","0"
"2016","Dec","Bangladesh","WA","232","1","-9"
"2002","Dec","Mexico","QLD","97","0",""
"2002","Dec","Luxembourg","QLD","4","0",""
"2002","Dec","French Southern Territories","VIC","4","0",""
"2002","Dec","Thailand","VIC","3469","6",""
"2016","Dec","Oman","WA","106","0","6"
"2016","Dec","Somalia","WA","4","0",""
"2016","Dec","Slovenia","WA","20","0","5"
"2016","Dec","Tanzania","WA","29","0","-19"
"2020","Dec","Norway","VIC","157","0","-34"
"2020","Dec","Botswana","QLD","31","0","19"
"2020","Dec","United States of America","QLD","2329","2","-27"
"2020","Dec","Cambodia","QLD","95","0","10"
"2020","Dec","Singapore","QLD","1189","1","-12"
"2009","Dec","Madagascar","QLD","4","0","-50"
"2009","Dec","Papua New Guinea","VIC","49","0","29"
"2009","Dec","Zimbabwe","QLD","468","1","-9"
"2009","Dec","Argentina","QLD","38","0","12"
"2009","Dec","United Arab Emirates","WA","51","0","4"
"2009","Dec","Malawi","QLD","11","0","0"
"2009","Dec","Russian Federation","VIC","143","0","13"
"2009","Dec","Senegal","VIC","4","0",""
"2009","Dec","Moldova","VIC","4","0","-25"
"2002","Dec","Egypt","VIC","37","0",""
"2002","Dec","Suriname","VIC","4","0",""
"2002","Dec","Myanmar","VIC","61","0",""
"2002","Dec","Singapore","VIC","3421","5",""
"2010","Dec","Thailand","NAT","4","33",""
"2004","Dec","Slovakia","NT","4","0",""
"2020","Dec","Egypt","QLD","52","0","6"
"2020","Dec","Seychelles","QLD","4","0","-50"
"2020","Dec","Italy","QLD","923","1","-30"
"2020","Dec","Guatemala","QLD","14","0","-26"
"2020","Dec","Solomon Islands","QLD","75","0","-18"
"2020","Dec","Cuba","VIC","4","0","0"
"2020","Dec","Jordan","VIC","80","0","-8"
"2016","Dec","Jordan","WA","20","0","5"
"2016","Dec","Cuba","WA","4","0","0"
"2016","Dec","Yemen","WA","4","0","0"
"2016","Dec","East Timor","WA","5","0","-50"
"2020","Dec","Estonia","VIC","51","0","-22"
"2020","Dec","Lithuania","QLD","94","0","-35"
"2020","Dec","Portugal","QLD","177","0","-19"
"2020","Dec","Serbia","VIC","47","0","-11"
"2020","Dec","Guinea","QLD","4","0","-25"
"2020","Dec","Iraq","VIC","55","0","-41"
"2020","Dec","Bangladesh","VIC","1501","1","-3"
"2020","Dec","Oman","VIC","363","0","-8"
"2009","Dec","Panama","WA","4","0","0"
"2009","Dec","Bolivia","QLD","4","0","0"
"2009","Dec","Rwanda","VIC","4","0","0"
"2009","Dec","Brunei Darussalam","QLD","219","0","-4"
"2009","Dec","Ireland","VIC","93","0","24"
"2009","Dec","Syria","WA","4","0","0"
"2009","Dec","Bhutan","WA","34","0","-21"
"2009","Dec","Libya","WA","34","0","26"
"2009","Dec","Bulgaria","WA","4","0","200"
"2009","Dec","Cyprus","VIC","7","0","40"
"2009","Dec","Vanuatu","QLD","7","0","40"
"2009","Dec","Chile","QLD","299","0","43"
"2009","Dec","Romania","VIC","43","0","8"
"2009","Dec","Kuwait","VIC","37","0","118"
"2009","Dec","Costa Rica","QLD","4","0","-57"
"2009","Dec","Italy","VIC","315","0","23"
"2009","Dec","El Salvador","WA","20","0","122"
"2009","Dec","Maldives","QLD","42","0","-7"
"2009","Dec","Nicaragua","WA","4","0","0"
"2009","Dec","Slovenia","WA","4","0","-43"
"2009","Dec","Bangladesh","VIC","872","1","-5"
"2009","Dec","Iran","WA","161","0","15"
"2009","Dec","Oman","VIC","214","0","-14"
"2009","Dec","Ghana","WA","40","0","3"
"2009","Dec","Turkey","VIC","602","0","50"
"2002","Dec","Tajikistan","QLD","4","0",""
"2002","Dec","Northern Mariana Islands","VIC","4","0",""
"2002","Dec","Kiribati","VIC","4","0",""
"2002","Dec","British Indian Ocean Territory","VIC","4","0",""
"2002","Dec","Sweden","QLD","1006","3",""
"2002","Dec","Sri Lanka","QLD","132","0",""
"2002","Dec","Tanzania","QLD","21","0",""
"2002","Dec","St Kitts and Nevis","QLD","4","0",""
"2002","Dec","Zambia","QLD","21","0",""
"2002","Dec","Seychelles","VIC","8","0",""
"2002","Dec","Hungary","QLD","73","0",""
"2002","Dec","Nicaragua","QLD","4","0",""
"2002","Dec","Kyrgyzstan","VIC","4","0",""
"2002","Dec","Nicaragua","VIC","4","0",""
"2020","Dec","Italy","VIC","1523","1","-16"
"2020","Dec","Zambia","VIC","31","0","-9"
"2020","Dec","Maldives","QLD","18","0","-10"
"2020","Dec","St Kitts and Nevis","VIC","4","0","-50"
"2020","Dec","Bahrain","QLD","7","0","-46"
"2020","Dec","Kyrgyzstan","QLD","4","0","0"
"2020","Dec","Zambia","QLD","15","0","-25"
"2020","Dec","Seychelles","VIC","10","0","-17"
"2020","Dec","Laos","QLD","37","0","3"
"2020","Dec","Hungary","QLD","96","0","-22"
"2020","Dec","Trinidad and Tobago","VIC","6","0","-14"
"2020","Dec","Mauritania","QLD","4","0","0"
"2020","Dec","Kyrgyzstan","VIC","4","0","-33"
"2020","Dec","Nicaragua","VIC","4","0","-33"
"2002","Dec","Canada","QLD","622","2",""
"2002","Dec","New Caledonia","QLD","26","0",""
"2002","Dec","India","QLD","1163","3",""
"2002","Dec","Sweden","VIC","427","1",""
"2002","Dec","Gaza Strip and West Bank","VIC","8","0",""
"2002","Dec","Croatia","QLD","4","0",""
"2009","Dec","Sweden","QLD","568","1","8"
"2009","Dec","Sri Lanka","QLD","542","1","8"
"2009","Dec","Iraq","WA","25","0","19"
"2009","Dec","Uganda","WA","21","0","-28"
"2009","Dec","Costa Rica","VIC","4","0","0"
"2009","Dec","Gaza Strip and West Bank","WA","4","0","-50"
"2009","Dec","Philippines","WA","202","1","36"
"2009","Dec","Laos","WA","5","0","67"
"2009","Dec","Serbia","QLD","17","0","89"
"2009","Dec","Mozambique","WA","5","0","-29"
"2009","Dec","Cuba","VIC","4","0","200"
"2016","Dec","Sweden","WA","143","0","-5"
"2016","Dec","Tuvalu","WA","4","0","0"
"2016","Dec","Montenegro","WA","4","0","100"
"2002","Dec","Bangladesh","VIC","562","1",""
"2002","Dec","Turkey","VIC","162","0",""
"2004","Dec","Sweden","NT","5","1","150"
"2020","Dec","Canada","QLD","1527","2","-4"
"2020","Dec","New Caledonia","QLD","4","0",""
"2020","Dec","Sweden","VIC","195","0","-40"
"2020","Dec","Gaza Strip and West Bank","VIC","8","0","-11"
"2020","Dec","Croatia","QLD","13","0","-24"
"2020","Dec","Tuvalu","QLD","4","0","-50"
"2020","Dec","Tajikistan","VIC","4","0","0"
"2020","Dec","Dominica","VIC","4","0","-25"
"2009","Dec","Seychelles","WA","77","0","-30"
"2009","Dec","Seychelles","VIC","15","0","15"
"2009","Dec","Other","WA","54","0","8"
"2009","Dec","Hungary","QLD","253","0","-2"
"2009","Dec","Kyrgyzstan","WA","4","0","0"
"2009","Dec","Trinidad and Tobago","WA","4","0","50"
"2016","Dec","Iraq","WA","116","0","-12"
"2016","Dec","Gaza Strip and West Bank","WA","4","0","-25"
"2016","Dec","Philippines","WA","503","1","-4"
"2016","Dec","Italy","WA","808","2","2"
"2016","Dec","Qatar","WA","10","0","25"
"2016","Dec","Bahrain","WA","5","0","-17"
"2004","Dec","Indonesia","NT","79","21","13"
"2016","Dec","Zambia","WA","279","1","-2"
"2016","Dec","Turkey","WA","64","0","5"
"2016","Dec","El Salvador","WA","7","0","0"
"2004","Dec","Brunei Darussalam","NT","4","1","0"
"2014","Dec","Indonesia","TAS","20","0","11"
"2014","Dec","Brunei Darussalam","TAS","4","0","100"
"2020","Dec","Falkland Islands","VIC","4","0",""
"2020","Dec","Sweden","QLD","338","0","-35"
"2020","Dec","Other","VIC","17","0","6"
"2020","Dec","Sri Lanka","QLD","938","1","-3"
"2020","Dec","Trinidad and Tobago","QLD","4","0","-25"
"2020","Dec","Tanzania","QLD","13","0","-19"
"2020","Dec","Swaziland","QLD","4","0","0"
"2020","Dec","St Kitts and Nevis","QLD","4","0",""
"2020","Dec","Gambia","VIC","4","0","33"
"2016","Dec","Seychelles","WA","18","0","-14"
"2016","Dec","Kyrgyzstan","WA","4","0",""
"2016","Dec","Trinidad and Tobago","WA","4","0","-50"
"2020","Dec","El Salvador","VIC","15","0","-25"
"2020","Dec","Nepal","QLD","4518","5","-3"
"2020","Dec","Kiribati","VIC","5","0","0"
"2020","Dec","Laos","VIC","101","0","-15"
"2009","Dec","Qatar","VIC","9","0","-10"
"2009","Dec","Nepal","QLD","1431","2","67"
"2009","Dec","Bahrain","WA","26","0","-4"
"2009","Dec","Zambia","WA","631","2","6"
"2009","Dec","Canada","QLD","1986","2","9"
"2009","Dec","New Caledonia","QLD","4","0","-33"
"2009","Dec","India","QLD","14599","18","52"
"2009","Dec","Sweden","VIC","308","0","3"
"2009","Dec","Nigeria","QLD","42","0","50"
"2009","Dec","Gaza Strip and West Bank","VIC","9","0","13"
"2009","Dec","Croatia","QLD","7","0","75"
"2009","Dec","Brunei Darussalam","WA","128","0","-7"
"2002","Dec","Kuwait","VIC","21","0",""
"2002","Dec","Italy","VIC","125","0",""
"2002","Dec","Zambia","VIC","27","0",""
"2002","Dec","Maldives","QLD","30","0",""
"2014","Dec","Sweden","TAS","15","0","-12"
"2014","Dec","Seychelles","TAS","4","0","100"
"2020","Dec","Indonesia","VIC","5967","3","-6"
"2020","Dec","Tuvalu","VIC","4","0","0"
"2020","Dec","Qatar","QLD","4","0","-50"
"2020","Dec","Bahrain","VIC","11","0","-27"
"2020","Dec","Dominican Republic","QLD","4","0","-50"
"2020","Dec","Uruguay","VIC","30","0","11"
"2020","Dec","Brunei Darussalam","VIC","108","0","-12"
"2020","Dec","Gaza Strip and West Bank","QLD","4","0","50"
"2009","Dec","Brazil","WA","1532","4","4"
"2009","Dec","Lebanon","QLD","13","0","30"
"2009","Dec","Samoa ","QLD","4","0","-75"
"2009","Dec","Vanuatu","VIC","4","0","100"
"2009","Dec","United Kingdom (Other)","WA","4","0","-50"
"2009","Dec","Yugoslavia","QLD","4","0","-40"
"2009","Dec","Russian Federation","WA","53","0","2"
"2009","Dec","Portugal","WA","77","0","13"
"2009","Dec","Taiwan","WA","312","1","1"
"2009","Dec","Papua New Guinea","WA","10","0","-23"
"2009","Dec","Bulgaria","QLD","12","0","71"
"2009","Dec","Korea, Republic of (South)","QLD","6675","8","-4"
"2009","Dec","Norway","QLD","783","1","6"
"2009","Dec","Algeria","QLD","4","0","-40"
"2002","Dec","Kenya","QLD","95","0",""
"2002","Dec","Korea, Republic of (South)","VIC","2565","4",""
"2004","Dec","Liberia","NT","4","1","0"
"2020","Dec","Fiji","VIC","273","0","3"
"2020","Dec","Saudi Arabia","QLD","712","1","-22"
"2020","Dec","Brazil","VIC","2493","1","-23"
"2020","Dec","Samoa ","QLD","4","0","-33"
"2009","Dec","Korea, Republic of (South)","VIC","4949","3","0"
"2009","Dec","Korea, Republic of (South)","WA","1523","4","-9"
"2009","Dec","Tanzania","VIC","35","0","13"
"2009","Dec","Mauritius","QLD","118","0","18"
"2009","Dec","Iceland","QLD","10","0","0"
"2009","Dec","Mauritius","VIC","2153","1","13"
"2009","Dec","Iceland","VIC","13","0","-7"
"2016","Dec","Chile","WA","103","0","-1"
"2016","Dec","Liberia","WA","4","0","100"
"2004","Dec","Kenya","NT","4","1","-60"
"2004","Dec","Tajikistan","NT","4","0","0"
"2020","Dec","Kuwait","QLD","70","0","-40"
"2020","Dec","Macau","VIC","251","0","-8"
"2020","Dec","Korea, Republic of (South)","VIC","3338","1","-14"
"2020","Dec","Fiji","QLD","161","0","23"
"2020","Dec","Cuba","QLD","4","0",""
"2016","Dec","Korea, Republic of (South)","WA","1504","4","6"
"2016","Dec","Swaziland","WA","4","0","-50"
"2020","Dec","Vanuatu","VIC","5","0","25"
"2020","Dec","Mauritius","QLD","79","0","7"
"2020","Dec","Chile","VIC","1037","0","-14"
"2020","Dec","Ukraine","VIC","36","0","-25"
"2002","Dec","Botswana","VIC","223","0",""
"2002","Dec","Swaziland","VIC","4","0",""
"2002","Dec","Tunisia","QLD","4","0",""
"2002","Dec","Saudi Arabia","QLD","31","0",""
"2009","Dec","Tunisia","QLD","4","0","200"
"2009","Dec","Saudi Arabia","QLD","2095","3","41"
"2009","Dec","Chile","WA","74","0","40"
"2009","Dec","Ukraine","WA","5","0","0"
"2009","Dec","Myanmar","QLD","63","0","7"
"2009","Dec","Kenya","VIC","385","0","9"
"2009","Dec","Kenya","QLD","115","0","32"
"2009","Dec","Guatemala","QLD","4","0","200"
"2009","Dec","Fiji","WA","5","0","-17"
"2009","Dec","Macau","WA","40","0","8"
"2016","Dec","Egypt","WA","14","0","-22"
"2016","Dec","Germany","WA","320","1","-1"
"2002","Dec","Liechtenstein","QLD","4","0",""
"2002","Dec","Korea, Republic of (South)","QLD","3100","8",""
"2002","Dec","Liechtenstein","VIC","4","0",""
"2002","Dec","Norway","QLD","1873","5",""
"2002","Dec","Peru","VIC","13","0",""
"2002","Dec","Norway","VIC","555","1",""
"2004","Dec","Portugal","NT","4","1","100"
"2016","Dec","Vanuatu","WA","4","0",""
"2016","Dec","Saudi Arabia","WA","523","1","-21"
"2016","Dec","Portugal","WA","72","0","-26"
"2016","Dec","Peru","WA","68","0","-12"
"2004","Dec","Netherlands","NT","4","1","50"
"2004","Dec","Peru","NT","5","1","0"
"2020","Dec","Rwanda","VIC","6","0","20"
"2020","Dec","Netherlands","VIC","205","0","-44"
"2020","Dec","Grenada","QLD","4","0",""
"2020","Dec","Germany","QLD","958","1","-37"
"2020","Dec","Chile","QLD","778","1","-25"
"2020","Dec","Romania","VIC","42","0","-26"
"2020","Dec","Germany","VIC","691","0","-29"
"2020","Dec","Bangladesh","QLD","385","0","-5"
"2020","Dec","Korea, Republic of (South)","QLD","4564","5","-13"
"2009","Dec","Rwanda","WA","4","0","-67"
"2009","Dec","Peru","VIC","224","0","23"
"2009","Dec","Norway","VIC","317","0","7"
"2009","Dec","Bulgaria","VIC","20","0","186"
"2009","Dec","Liechtenstein","WA","4","0","50"
"2009","Dec","Ethiopia","WA","4","0","0"
"2009","Dec","Romania","WA","19","0","19"
"2009","Dec","Dominican Republic","VIC","4","0","-67"
"2009","Dec","Uzbekistan","QLD","4","0","100"
"2009","Dec","Netherlands","VIC","210","0","32"
"2009","Dec","Germany","WA","431","1","-4"
"2009","Dec","Germany","VIC","1020","1","3"
"2009","Dec","Portugal","VIC","190","0","12"
"2016","Dec","Rwanda","WA","8","0","14"
"2016","Dec","Netherlands","WA","100","0","45"
"2016","Dec","Mauritius","WA","671","2","15"
"2004","Dec","Egypt","NT","4","0",""
"2004","Dec","Korea, Republic of (South)","NT","4","1","-20"
"2020","Dec","Oman","QLD","132","0","4"
"2020","Dec","Portugal","VIC","179","0","-12"
"2020","Dec","Papua New Guinea","VIC","48","0","-24"
"2020","Dec","Belize","VIC","4","0","0"
"2020","Dec","United Kingdom (Other)","VIC","4","0","0"
"2020","Dec","Malawi","QLD","7","0","-22"
"2020","Dec","Russian Federation","VIC","222","0","-16"
"2020","Dec","Senegal","VIC","4","0","-50"
"2009","Dec","Botswana","QLD","59","0","-8"
"2009","Dec","Belize","VIC","4","0","100"
"2009","Dec","Uzbekistan","VIC","8","0","100"
"2009","Dec","Saudi Arabia","VIC","2045","1","49"
"2009","Dec","Cambodia","QLD","21","0","-5"
"2009","Dec","Tunisia","VIC","4","0","-50"
"2009","Dec","Cambodia","VIC","198","0","29"
"2009","Dec","Botswana","VIC","157","0","-6"
"2009","Dec","Swaziland","VIC","4","0","-33"
"2002","Dec","Lebanon","QLD","13","0",""
"2002","Dec","Samoa ","QLD","10","0",""
"2002","Dec","Vanuatu","VIC","4","0",""
"2002","Dec","Yugoslavia","QLD","6","0",""
"2014","Dec","Egypt","TAS","11","0","22"
"2014","Dec","Peru","TAS","4","0","-33"
"2014","Dec","Portugal","TAS","5","0","67"
"2014","Dec","Vanuatu","TAS","4","0","0"
"2002","Dec","Myanmar","QLD","45","0",""
"2002","Dec","Mauritius","QLD","37","0",""
"2002","Dec","Iceland","QLD","5","0",""
"2002","Dec","Mauritius","VIC","622","1",""
"2007","Dec","Uzbekistan","ACT","4","0","0"
"2007","Dec","Mauritius","TAS","7","0","40"
"2007","Dec","Mauritius","ACT","14","0","75"
"2002","Dec","Austria","QLD","42","0",""
"2002","Dec","Argentina","QLD","40","0",""
"2002","Dec","Belarus","VIC","4","0",""
"2020","Dec","Slovakia","VIC","42","0","-36"
"2020","Dec","Czech Republic","VIC","77","0","-34"
"2020","Dec","Bosnia and Herzegovina","VIC","19","0","-24"
"2020","Dec","Austria","VIC","38","0","-38"
"2020","Dec","Honduras","VIC","6","0","0"
"2020","Dec","Israel","VIC","85","0","-19"
"2020","Dec","Ukraine","QLD","20","0","-33"
"2020","Dec","Iran","QLD","289","0","-19"
"2020","Dec","United Kingdom","VIC","1648","1","-16"
"2020","Dec","Ethiopia","QLD","27","0","-4"
"2020","Dec","Mexico","QLD","513","1","-16"
"2020","Dec","Algeria","VIC","4","0",""
"2020","Dec","Ecuador","VIC","107","0","-26"
"2009","Dec","Canada","WA","346","1","3"
"2009","Dec","Libya","QLD","97","0","56"
"2009","Dec","Bosnia and Herzegovina","WA","8","0","700"
"2009","Dec","Slovakia","VIC","50","0","28"
"2009","Dec","Tonga","VIC","10","0","0"
"2009","Dec","Austria","WA","49","0","32"
"2009","Dec","Lithuania","VIC","8","0","14"
"2009","Dec","Bosnia and Herzegovina","VIC","10","0","67"
"2009","Dec","Uganda","QLD","16","0","45"
"2009","Dec","Austria","VIC","64","0","8"
"2009","Dec","United Arab Emirates","QLD","473","1","13"
"2009","Dec","Ethiopia","VIC","19","0","-10"
"2009","Dec","Malta","WA","4","0","0"
"2009","Dec","Iran","QLD","302","0","18"
"2009","Dec","United Kingdom","WA","893","2","22"
"2009","Dec","United Kingdom","VIC","1007","1","7"
"2016","Dec","Malaysia","WA","3019","7","0"
"2016","Dec","Slovakia","WA","62","0","-15"
"2016","Dec","Luxembourg","WA","6","0","100"
"2016","Dec","Cameroon","WA","11","0","-8"
"2016","Dec","Benin","WA","4","0","0"
