"Year","Month","Nationality","State","Students","Share","Growth"
"2018","Dec","Liberia","NSW","4","0","0"
"2013","Dec","Uganda","SA","9","0","50"
"2013","Dec","Slovakia","SA","8","0","33"
"2013","Dec","Chile","SA","47","0","-19"
"2013","Dec","India","SA","2401","10","-5"
"2008","Dec","Zimbabwe","VIC","568","0","8"
"2008","Dec","Greece","VIC","21","0","-9"
"2008","Dec","Argentina","VIC","28","0","-3"
"2015","Dec","Niger","NT","4","0",""
"2014","Dec","Poland","TAS","9","0","80"
"2007","Dec","Latvia","ACT","4","0",""
"2007","Dec","Latvia","TAS","4","0","0"
"2007","Dec","Nigeria","ACT","13","0","44"
"2002","Dec","Tuvalu","VIC","4","0",""
"2002","Dec","Czech Republic","VIC","131","0",""
"2002","Dec","Nauru","QLD","42","0",""
"2002","Dec","Israel","VIC","92","0",""
"2015","Dec","Uganda","NT","4","0","0"
"2015","Dec","Uganda","SA","13","0","8"
"2015","Dec","Chile","SA","40","0","-11"
"2015","Dec","India","SA","2735","10","7"
"2015","Dec","China","NT","136","7","28"
"2013","Dec","Latvia","NSW","32","0","-24"
"2013","Dec","East Timor","NSW","18","0","64"
"2014","Dec","Uganda","TAS","4","0","0"
"2002","Dec","Dominica","QLD","4","0",""
"2002","Dec","Croatia","VIC","8","0",""
"2002","Dec","Korea, Democratic People's Republic of (North)","QLD","71","0",""
"2002","Dec","Latvia","QLD","11","0",""
"2002","Dec","United Kingdom (Other)","VIC","97","0",""
"2007","Dec","Oman","TAS","16","0","0"
"2018","Dec","United States of America","ACT","125","1","-26"
"2018","Dec","Greece","ACT","4","0","0"
"2018","Dec","Maldives","ACT","5","0","67"
"2013","Dec","Bhutan","NSW","77","0","-7"
"2013","Dec","Cote d'Ivoire","NSW","4","0",""
"2013","Dec","Turkmenistan","NSW","4","0","50"
"2013","Dec","Mexico","NSW","638","0","11"
"2014","Dec","Canada","TAS","31","1","-31"
"2014","Dec","Venezuela","TAS","4","0","0"
"2014","Dec","Zimbabwe","TAS","4","0","0"
"2006","Dec","South Africa","NSW","141","0","0"
"2006","Dec","Azerbaijan","NSW","4","0","-33"
"2006","Dec","Lesotho","NSW","4","0","100"
"2015","Dec","Kenya","NT","18","1","50"
"2015","Dec","Poland","NT","4","0","200"
"2015","Dec","Sweden","NT","4","0","-33"
"2015","Dec","El Salvador","SA","4","0","0"
"2015","Dec","Canada","SA","183","1","-2"
"2015","Dec","Kazakhstan","NT","4","0","0"
"2015","Dec","Poland","SA","60","0","2"
"2015","Dec","United Kingdom (Other)","NT","4","0","0"
"2013","Dec","Vietnam","NSW","6530","4","11"
"2013","Dec","Nauru","NSW","4","0",""
"2013","Dec","Korea, Democratic People's Republic of (North)","NSW","7","0","-13"
"2015","Dec","Greece","SA","20","0","-5"
"2013","Dec","Congo, Republic of","NSW","4","0","-50"
"2013","Dec","Bahrain","NSW","15","0","0"
"2015","Dec","Samoa, American","SA","4","0","0"
"2015","Dec","Fiji","SA","5","0","0"
"2015","Dec","Maldives","SA","10","0","-17"
"2014","Dec","Panama","TAS","4","0","0"
"2014","Dec","India","TAS","307","7","144"
"2006","Dec","Bulgaria","NSW","16","0","14"
"2006","Dec","Mozambique","NSW","11","0","-8"
"2006","Dec","Bosnia and Herzegovina","NSW","4","0","-33"
"2006","Dec","Eritrea","NSW","4","0","0"
"2007","Dec","Mexico","ACT","19","0","-10"
"2018","Dec","Canada","ACT","80","0","5"
"2018","Dec","China","ACT","9894","59","14"
"2018","Dec","Poland","ACT","13","0","-19"
"2018","Dec","Samoa ","ACT","4","0","0"
"2008","Dec","Oman","SA","13","0","-19"
"2013","Dec","Switzerland","NSW","531","0","3"
"2008","Dec","Bangladesh","SA","78","0","-11"
"2013","Dec","Luxembourg","NSW","12","0","50"
"2008","Dec","Estonia","SA","4","0","0"
"2006","Dec","St Vincent and the Grenadines","NSW","4","0","100"
"2006","Dec","Afghanistan","NSW","9","0","200"
"2006","Dec","Trinidad and Tobago","NSW","5","0","150"
"2018","Dec","Israel","ACT","4","0","0"
"2018","Dec","Spain","ACT","26","0","63"
"2018","Dec","Kenya","ACT","37","0","-12"
"2013","Dec","Nigeria","NSW","222","0","64"
"2013","Dec","Honduras","NSW","4","0","0"
"2013","Dec","Japan","NSW","3095","2","0"
"2008","Dec","Malawi","SA","4","0",""
"2008","Dec","Jordan","SA","6","0","0"
"2008","Dec","Cuba","SA","4","0","100"
"2008","Dec","Argentina","SA","5","0","0"
"2008","Dec","Tanzania","SA","4","0","0"
"2008","Dec","Kuwait","SA","20","0","0"
"2008","Dec","Serbia","SA","4","0","100"
"2018","Dec","Canada","SA","173","1","18"
"2018","Dec","Ethiopia","TAS","9","0","29"
"2018","Dec","Cyprus","SA","4","0","-33"
"2018","Dec","Canada","NT","11","0","57"
"2018","Dec","Nepal","SA","1261","4","39"
"2013","Dec","Rwanda","VIC","4","0","100"
"2013","Dec","Brunei Darussalam","QLD","91","0","-23"
"2013","Dec","Indonesia","QLD","765","1","2"
"2013","Dec","Bhutan","WA","240","1","131"
"2013","Dec","Germany","QLD","1532","2","0"
"2013","Dec","Chile","QLD","415","1","1"
"2013","Dec","Romania","VIC","61","0","36"
"2013","Dec","Germany","VIC","739","1","0"
"2013","Dec","Macau","VIC","153","0","7"
"2018","Dec","Libya","SA","4","0","-67"
"2018","Dec","United States of America","TAS","102","1","11"
"2018","Dec","Japan","SA","540","2","2"
"2018","Dec","Colombia","SA","266","1","26"
"2018","Dec","Bulgaria","SA","4","0","-50"
"2018","Dec","Honduras","NT","4","0","0"
"2018","Dec","Cameroon","SA","4","0","-25"
"2018","Dec","Japan","NT","11","0","-8"
"2013","Dec","Tunisia","VIC","4","0","0"
"2013","Dec","Kazakhstan","QLD","35","0","0"
"2018","Dec","Bhutan","SA","44","0","42"
"2018","Dec","Paraguay","SA","4","0","0"
"2018","Dec","Lithuania","TAS","10","0","11"
"2018","Dec","Italy","TAS","29","0","-9"
"2018","Dec","Mongolia","SA","12","0","33"
"2018","Dec","Venezuela","SA","23","0","-34"
"2018","Dec","France","SA","112","0","-18"
"2018","Dec","Kenya","TAS","18","0","50"
"2013","Dec","Rwanda","QLD","4","0","0"
"2013","Dec","Bhutan","VIC","63","0","43"
"2013","Dec","Uzbekistan","QLD","5","0","25"
"2013","Dec","Libya","WA","134","0","-16"
"2013","Dec","Honduras","VIC","4","0","-40"
"2013","Dec","Ukraine","QLD","43","0","79"
"2013","Dec","Czech Republic","WA","211","1","33"
"2013","Dec","Ethiopia","QLD","6","0","20"
"2013","Dec","Colombia","WA","609","2","11"
"2013","Dec","Kenya","QLD","117","0","5"
"2013","Dec","China","WA","5790","17","-7"
"2013","Dec","United States of America","WA","714","2","-8"
"2013","Dec","Macau","QLD","143","0","-10"
"2017","Dec","Canada","NSW","1403","1","8"
"2017","Dec","Georgia","NSW","4","0","200"
"2017","Dec","Cameroon","NSW","9","0","29"
"2018","Dec","Cote d'Ivoire","WA","4","0","0"
"2018","Dec","Uzbekistan","WA","4","0","0"
"2018","Dec","Bhutan","WA","1264","3","34"
"2018","Dec","Libya","WA","5","0","-64"
"2018","Dec","Bulgaria","WA","5","0","-29"
"2013","Dec","East Timor","NAT","4","0","0"
"2013","Dec","Venezuela","ACT","7","0","-36"
"2013","Dec","Philippines","NAT","4","1","300"
"2013","Dec","Portugal","ACT","10","0","-47"
"2008","Dec","United Kingdom (Other)","QLD","6","0","-50"
"2008","Dec","Mongolia","QLD","31","0","94"
"2008","Dec","Cameroon","NT","4","0","0"
"2008","Dec","Italy","NT","4","1","0"
"2008","Dec","Samoa ","QLD","4","0","-33"
"2008","Dec","Yugoslavia","QLD","5","0","25"
"2006","Dec","Laos","QLD","6","0","50"
"2006","Dec","France","QLD","713","1","24"
"2017","Dec","Gaza Strip and West Bank","NSW","11","0","-8"
"2017","Dec","Moldova","NSW","4","0","50"
"2017","Dec","Other","NSW","18","0","-18"
"2017","Dec","Finland","NSW","116","0","13"
"2011","Dec","Iraq","ACT","6","0","50"
"2011","Dec","Iran","TAS","37","1","23"
"2011","Dec","Iran","ACT","65","1","18"
"2011","Dec","Uganda","ACT","4","0","0"
"2011","Dec","Zimbabwe","TAS","4","0","-56"
"2011","Dec","India","NAT","4","10",""
"2011","Dec","Argentina","TAS","4","0","0"
"2013","Dec","Bhutan","ACT","151","2","62"
"2013","Dec","Macau","ACT","8","0","33"
"2013","Dec","Czech Republic","NAT","24","7","700"
"2013","Dec","Greece","ACT","4","0","33"
"2013","Dec","Romania","ACT","4","0","-50"
"2013","Dec","Ethiopia","ACT","5","0","25"
"2013","Dec","Switzerland","ACT","15","0","88"
"2013","Dec","Ukraine","ACT","4","0","0"
"2013","Dec","Paraguay","ACT","4","0","0"
"2013","Dec","Poland","ACT","8","0","-11"
"2013","Dec","Pakistan","ACT","264","3","5"
"2006","Dec","Rwanda","QLD","4","0","100"
"2006","Dec","Portugal","QLD","88","0","38"
"2006","Dec","Netherlands","QLD","99","0","-4"
"2006","Dec","Vanuatu","QLD","4","0","-43"
"2007","Dec","Tanzania","VIC","31","0","15"
"2007","Dec","Hungary","VIC","52","0","16"
"2007","Dec","Iceland","VIC","8","0","33"
"2011","Dec","Hong Kong","TAS","88","2","0"
"2011","Dec","Malaysia","NAT","4","20",""
"2018","Dec","Guinea","WA","4","0","0"
"2018","Dec","Chile","WA","141","0","32"
"2018","Dec","Ukraine","WA","5","0","-55"
"2018","Dec","Greece","WA","10","0","-29"
"2008","Dec","Greece","QLD","11","0","-8"
"2008","Dec","Uruguay","QLD","4","0","-50"
"2008","Dec","Other","NT","4","0","50"
"2008","Dec","Spain","QLD","289","0","13"
"2013","Dec","Chile","NAT","6","2",""
"2013","Dec","Tonga","ACT","4","0","0"
"2008","Dec","Italy","QLD","284","0","15"
"2008","Dec","Brunei Darussalam","QLD","229","0","-6"
"2008","Dec","Iran","QLD","257","0","7"
"2008","Dec","Colombia","NT","4","0","0"
"2008","Dec","Libya","QLD","62","0","107"
"2008","Dec","Seychelles","QLD","5","0","-77"
"2008","Dec","Ghana","QLD","29","0","7"
"2008","Dec","Philippines","QLD","362","1","45"
"2017","Dec","Mozambique","NSW","19","0","27"
"2017","Dec","Zimbabwe","NSW","244","0","5"
"2017","Dec","Vanuatu","NSW","8","0","60"
"2017","Dec","Tajikistan","NSW","4","0","50"
"2018","Dec","Ethiopia","WA","11","0","0"
"2018","Dec","Romania","WA","10","0","-23"
"2013","Dec","Singapore","NAT","4","1","0"
"2013","Dec","Spain","ACT","17","0","-6"
"2013","Dec","Taiwan","ACT","95","1","10"
"2013","Dec","Papua New Guinea","ACT","25","0","4"
"2008","Dec","Zimbabwe","NT","7","1","133"
"2008","Dec","Kiribati","QLD","57","0","111"
"2008","Dec","Kazakhstan","QLD","9","0","-10"
"2008","Dec","Venezuela","QLD","66","0","94"
"2008","Dec","El Salvador","QLD","8","0","60"
"2008","Dec","Other","QLD","46","0","24"
"2008","Dec","Slovenia","QLD","24","0","50"
"2008","Dec","Poland","QLD","133","0","9"
"2008","Dec","British Indian Ocean Territory","QLD","4","0","-67"
"2007","Dec","Belgium","VIC","234","0","11"
"2007","Dec","Kazakhstan","VIC","4","0","-20"
"2007","Dec","Kiribati","VIC","4","0","-67"
"2007","Dec","Luxembourg","VIC","4","0","0"
"2011","Dec","China","ACT","4039","41","9"
"2011","Dec","Belgium","ACT","10","0","-23"
"2011","Dec","United States of America","TAS","88","2","-13"
"2011","Dec","Bhutan","ACT","60","1","36"
"2011","Dec","Switzerland","ACT","10","0","-9"
"2011","Dec","Japan","ACT","128","1","-26"
"2011","Dec","Vietnam","TAS","104","2","-6"
"2011","Dec","Belgium","TAS","6","0","-40"
"2011","Dec","China","NAT","4","10",""
"2011","Dec","Bulgaria","ACT","4","0","-33"
"2018","Dec","Costa Rica","WA","4","0",""
"2018","Dec","France","WA","440","1","2"
"2013","Dec","United Arab Emirates","ACT","19","0","0"
"2013","Dec","Sweden","ACT","22","0","69"
"2008","Dec","Maldives","QLD","45","0","41"
"2008","Dec","Laos","QLD","8","0","14"
"2008","Dec","East Timor","NT","11","2","-15"
"2006","Dec","Libya","QLD","19","0","27"
"2006","Dec","Albania","QLD","4","0","0"
"2006","Dec","Mauritius","QLD","41","0","-13"
"2006","Dec","Iceland","QLD","12","0","140"
"2017","Dec","Spain","NSW","2790","1","16"
"2017","Dec","Samoa ","NSW","4","0","0"
"2011","Dec","Poland","ACT","13","0","0"
"2011","Dec","Bhutan","TAS","4","0","-50"
"2013","Dec","Lithuania","NAT","6","2",""
"2013","Dec","Lithuania","ACT","4","0","0"
"2013","Dec","Turkmenistan","ACT","4","0","-50"
"2013","Dec","Mauritius","NAT","4","1","33"
"2013","Dec","Kyrgyzstan","ACT","4","0","0"
"2008","Dec","Portugal","NT","4","0","-33"
"2008","Dec","Bahrain","QLD","122","0","-3"
"2008","Dec","Kyrgyzstan","QLD","4","0","100"
"2008","Dec","Tajikistan","NT","4","0","-50"
"2008","Dec","East Timor","QLD","7","0","40"
"2008","Dec","Belgium","NT","4","0","0"
"2008","Dec","Suriname","QLD","4","0","0"
"2008","Dec","United States of America","QLD","3265","5","-1"
"2008","Dec","Kazakhstan","NT","4","0",""
"2008","Dec","Latvia","QLD","6","0","0"
"2008","Dec","Cameroon","QLD","4","0","-33"
"2008","Dec","Mexico","QLD","372","1","-5"
"2008","Dec","Egypt","QLD","39","0","34"
"2008","Dec","Eritrea","QLD","4","0","0"
"2008","Dec","Switzerland","QLD","490","1","3"
"2008","Dec","Nicaragua","QLD","4","0",""
"2008","Dec","Japan","NT","17","3","0"
"2008","Dec","Japan","QLD","3444","5","-14"
"2017","Dec","Bulgaria","NSW","115","0","-18"
"2017","Dec","Ghana","NSW","196","0","35"
"2017","Dec","Colombia","NSW","4404","2","36"
"2017","Dec","Eritrea","NSW","4","0","33"
"2017","Dec","Algeria","NSW","7","0","40"
"2018","Dec","Italy","WA","578","1","-21"
"2018","Dec","United Arab Emirates","WA","18","0","0"
"2018","Dec","Syria","WA","4","0","-33"
"2018","Dec","Sweden","WA","151","0","1"
"2018","Dec","Montenegro","WA","6","0","100"
"2013","Dec","Israel","ACT","5","0","-38"
"2013","Dec","Nicaragua","ACT","4","0",""
"2013","Dec","Tajikistan","ACT","4","0","0"
"2013","Dec","Philippines","ACT","131","1","16"
"2013","Dec","Iraq","ACT","5","0","150"
"2008","Dec","Bhutan","QLD","13","0","-13"
"2008","Dec","Paraguay","QLD","11","0","120"
"2008","Dec","United States of America","NT","14","2","0"
"2008","Dec","Tuvalu","QLD","7","0","40"
"2008","Dec","Egypt","NT","4","0",""
"2008","Dec","Jamaica","QLD","4","0","-25"
"2011","Dec","Bangladesh","TAS","7","0","-13"
"2011","Dec","Congo, Republic of","TAS","4","0","0"
"2011","Dec","Lithuania","ACT","4","0","-40"
"2011","Dec","Nigeria","ACT","40","0","43"
"2018","Dec","Belgium","WA","43","0","-14"
"2018","Dec","East Timor","WA","4","0","200"
"2018","Dec","Switzerland","WA","153","0","-4"
"2018","Dec","Vietnam","WA","1299","3","-10"
"2008","Dec","Cambodia","NT","4","0","0"
"2008","Dec","Mexico","NT","4","0",""
"2008","Dec","Malaysia","QLD","1965","3","6"
"2008","Dec","Korea, Democratic People's Republic of (North)","QLD","4","0","-25"
"2008","Dec","Saudi Arabia","NT","4","0","0"
"2008","Dec","Bulgaria","QLD","7","0","40"
"2008","Dec","Luxembourg","QLD","4","0","100"
"2008","Dec","Norway","QLD","741","1","5"
"2008","Dec","Algeria","QLD","5","0","67"
"2008","Dec","Nigeria","NT","4","0","0"
"2008","Dec","Yugoslavia","NT","4","0",""
"2007","Dec","Jordan","VIC","51","0","9"
"2007","Dec","Hong Kong","VIC","3326","3","-17"
"2011","Dec","Vietnam","ACT","465","5","-3"
"2011","Dec","Yugoslavia","ACT","4","0",""
"2018","Dec","Denmark","WA","61","0","13"
"2013","Dec","Slovenia","NAT","4","0",""
"2013","Dec","Lesotho","ACT","4","0",""
"2013","Dec","Tanzania","ACT","4","0","-33"
"2008","Dec","United Kingdom","QLD","1078","2","12"
"2008","Dec","Honduras","QLD","4","0","0"
"2006","Dec","Bosnia and Herzegovina","QLD","4","0","0"
"2006","Dec","Barbados","QLD","4","0",""
"2017","Dec","Morocco","NSW","22","0","16"
"2017","Dec","Nigeria","NSW","894","0","19"
"2017","Dec","Bosnia and Herzegovina","NSW","21","0","5"
"2017","Dec","Cyprus","NSW","23","0","-21"
"2017","Dec","Vietnam","NSW","8108","3","9"
"2013","Dec","Taiwan","NAT","5","1",""
"2013","Dec","Brazil","NAT","28","8","2700"
"2008","Dec","Canada","QLD","1823","3","12"
"2008","Dec","India","QLD","9618","14","123"
"2008","Dec","Bosnia and Herzegovina","QLD","4","0","-33"
"2008","Dec","Vietnam","NT","19","3","73"
"2008","Dec","Tunisia","QLD","4","0","-67"
"2008","Dec","Lebanon","QLD","10","0","-29"
"2008","Dec","Congo, Republic of","QLD","4","0","100"
"2013","Dec","Sudan","ACT","4","0","0"
"2013","Dec","Botswana","ACT","7","0","40"
"2013","Dec","Finland","NAT","4","1",""
"2012","Dec","Maldives","SA","13","0","-13"
"2006","Dec","Solomon Islands","QLD","57","0","-24"
"2006","Dec","Benin","QLD","4","0","0"
"2006","Dec","Lithuania","QLD","4","0","33"
"2006","Dec","Israel","QLD","35","0","40"
"2007","Dec","Uganda","VIC","9","0","200"
"2007","Dec","Angola","VIC","4","0","-60"
"2011","Dec","Malta","ACT","4","0",""
"2011","Dec","Thailand","TAS","118","3","-17"
"2011","Dec","Croatia","TAS","4","0",""
"2011","Dec","Maldives","TAS","6","0","-14"
"2011","Dec","Maldives","ACT","8","0","33"
"2011","Dec","Sudan","ACT","4","0","0"
"2011","Dec","Croatia","ACT","4","0","0"
"2011","Dec","Nepal","ACT","41","0","14"
"2018","Dec","Israel","WA","10","0","43"
"2018","Dec","Congo, Democratic Republic of","WA","6","0","-14"
"2008","Dec","Kenya","QLD","87","0","10"
"2013","Dec","Samoa ","ACT","4","0","0"
"2013","Dec","Maldives","ACT","8","0","-11"
"2013","Dec","Greece","NAT","4","1",""
"2011","Dec","Singapore","ACT","344","3","0"
"2011","Dec","Botswana","TAS","4","0","-71"
"2011","Dec","Guatemala","TAS","4","0","0"
"2011","Dec","Kenya","TAS","4","0","100"
"2011","Dec","Norway","ACT","20","0","5"
"2013","Dec","China","NAT","28","8","100"
"2013","Dec","Thailand","ACT","177","2","-3"
"2013","Dec","Myanmar","ACT","20","0","-20"
"2013","Dec","Colombia","NAT","9","3",""
"2008","Dec","Guatemala","QLD","4","0","-50"
"2008","Dec","Solomon Islands","QLD","47","0","-16"
"2008","Dec","Sri Lanka","NT","4","0","-33"
"2008","Dec","Botswana","QLD","64","0","-14"
"2008","Dec","Canada","NT","11","2","120"
"2008","Dec","Cambodia","QLD","22","0","69"
"2013","Dec","Croatia","ACT","4","0","-25"
"2013","Dec","Cambodia","ACT","40","0","111"
"2013","Dec","Nepal","ACT","48","0","7"
"2013","Dec","Pakistan","NAT","4","0",""
"2008","Dec","Thailand","NT","42","6","40"
"2008","Dec","Qatar","QLD","22","0","10"
"2008","Dec","Lithuania","QLD","7","0","40"
"2008","Dec","Uzbekistan","QLD","4","0","0"
"2008","Dec","India","NT","87","13","26"
"2008","Dec","Germany","NT","18","3","6"
"2008","Dec","Monaco","QLD","4","0","100"
"2008","Dec","Myanmar","NT","5","1","67"
"2008","Dec","Norway","NT","4","0","0"
"2008","Dec","Bolivia","QLD","4","0","-50"
"2008","Dec","Sweden","QLD","527","1","-6"
"2002","Dec","Finland","NSW","64","0",""
"2007","Dec","Spain","VIC","63","0","37"
"2007","Dec","Slovenia","VIC","14","0","40"
"2007","Dec","Laos","VIC","36","0","20"
"2011","Dec","Sri Lanka","ACT","108","1","24"
"2011","Dec","Singapore","TAS","239","6","26"
"2018","Dec","Bermuda","WA","4","0",""
"2018","Dec","Colombia","WA","886","2","8"
"2018","Dec","Norway","WA","115","0","-7"
"2018","Dec","Singapore","WA","1352","3","-1"
"2018","Dec","India","WA","6149","15","10"
"2018","Dec","Nepal","WA","1105","3","26"
"2013","Dec","Lebanon","ACT","4","0","100"
"2013","Dec","Poland","NAT","9","3","800"
"2013","Dec","Uzbekistan","ACT","4","0","50"
"2013","Dec","Hungary","ACT","4","0","100"
"2013","Dec","Germany","ACT","56","1","-24"
"2013","Dec","Canada","ACT","76","1","-3"
"2013","Dec","Czech Republic","ACT","4","0","0"
"2013","Dec","Sri Lanka","ACT","116","1","13"
"2008","Dec","Bahamas","QLD","4","0","-67"
"2008","Dec","Lebanon","NT","14","2","56"
"2008","Dec","Mauritius","QLD","100","0","47"
"2008","Dec","Iceland","QLD","10","0","0"
"2008","Dec","Czech Republic","NT","4","0","100"
"2006","Dec","Belgium","QLD","128","0","22"
"2006","Dec","Belarus","QLD","4","0","33"
"2006","Dec","Haiti","QLD","4","0","0"
"2006","Dec","China","QLD","7421","14","15"
"2006","Dec","Jordan","QLD","38","0","12"
"2006","Dec","Guatemala","QLD","4","0","-50"
"2017","Dec","Sudan","NSW","19","0","73"
"2017","Dec","Bolivia","NSW","19","0","27"
"2017","Dec","Malta","NSW","4","0","-20"
"2017","Dec","Argentina","NSW","422","0","63"
"2017","Dec","United States of America","NSW","4942","2","19"
"2017","Dec","Thailand","NSW","11131","5","-2"
"2017","Dec","Ecuador","NSW","132","0","14"
"2018","Dec","Croatia","WA","8","0","-33"
"2018","Dec","Ecuador","WA","17","0","183"
"2018","Dec","Sri Lanka","WA","468","1","12"
"2018","Dec","Austria","WA","29","0","7"
"2018","Dec","Maldives","WA","19","0","-27"
"2013","Dec","Singapore","ACT","264","3","-18"
"2013","Dec","Norway","ACT","12","0","-14"
"2013","Dec","Kenya","ACT","41","0","78"
"2013","Dec","Spain","NAT","13","4",""
"2013","Dec","Venezuela","NAT","4","1",""
"2008","Dec","Nepal","NT","31","5","82"
"2008","Dec","Nigeria","QLD","28","0","47"
"2008","Dec","Belgium","QLD","131","0","-3"
"2008","Dec","Belarus","QLD","4","0","0"
"2008","Dec","Singapore","NT","4","0","-50"
"2008","Dec","Saudi Arabia","QLD","1484","2","74"
"2008","Dec","Thailand","QLD","1574","2","10"
"2008","Dec","Costa Rica","QLD","7","0","75"
"2018","Dec","Saudi Arabia","WA","394","1","-12"
"2018","Dec","North Macedonia","WA","15","0","-35"
"2018","Dec","Peru","WA","54","0","-4"
"2013","Dec","Ecuador","ACT","24","0","380"
"2013","Dec","Russian Federation","NAT","4","1",""
"2013","Dec","Slovakia","ACT","4","0","0"
"2013","Dec","South Africa","ACT","10","0","0"
"2013","Dec","Bosnia and Herzegovina","ACT","4","0","200"
"2008","Dec","Netherlands","NT","4","0","0"
"2008","Dec","Estonia","QLD","12","0","71"
"2008","Dec","Denmark","NT","4","0","-50"
"2008","Dec","United Kingdom","NT","9","1","-10"
"2017","Dec","Liberia","NSW","4","0","0"
"2017","Dec","Korea, Republic of (South)","NSW","10308","4","3"
"2017","Dec","French Polynesia","NSW","4","0",""
"2018","Dec","South Africa","WA","151","0","-7"
"2018","Dec","Qatar","WA","6","0","-14"
"2018","Dec","Liberia","WA","5","0","150"
"2018","Dec","Bosnia and Herzegovina","WA","9","0","-10"
"2018","Dec","Morocco","WA","4","0","50"
"2013","Dec","South Africa","NAT","4","1","100"
"2013","Dec","Saudi Arabia","ACT","173","2","-35"
"2013","Dec","Saudi Arabia","NAT","4","1","0"
"2013","Dec","Peru","NAT","4","0",""
"2013","Dec","Afghanistan","ACT","4","0","-75"
"2013","Dec","India","ACT","340","3","-7"
"2013","Dec","Peru","ACT","25","0","9"
"2008","Dec","New Caledonia","QLD","4","0","-63"
"2008","Dec","Pakistan","NT","16","2","167"
"2008","Dec","Austria","NT","6","1","100"
"2008","Dec","Malta","QLD","4","0","50"
"2013","Dec","Yemen","ACT","4","0",""
"2013","Dec","Mongolia","ACT","19","0","-14"
"2013","Dec","Hungary","NAT","4","1",""
"2013","Dec","Moldova","ACT","4","0",""
"2006","Dec","Fiji","QLD","113","0","9"
"2006","Dec","Brunei Darussalam","QLD","263","1","1"
"2006","Dec","Indonesia","QLD","747","1","-18"
"2006","Dec","Chile","QLD","113","0","59"
"2007","Dec","Serbia","VIC","7","0","40"
"2007","Dec","Yugoslavia","VIC","7","0","17"
"2011","Dec","Greece","ACT","4","0","-67"
"2011","Dec","Romania","ACT","4","0","50"
"2011","Dec","Ethiopia","ACT","4","0","100"
"2011","Dec","Vietnam","NAT","4","5",""
"2011","Dec","Tonga","TAS","4","0","-50"
"2011","Dec","Georgia","ACT","4","0","0"
"2011","Dec","Tonga","ACT","4","0","0"
"2011","Dec","Ethiopia","TAS","4","0","300"
"2011","Dec","Angola","TAS","4","0","0"
"2018","Dec","Iraq","WA","83","0","-19"
"2018","Dec","Uganda","WA","17","0","-6"
"2018","Dec","Gaza Strip and West Bank","WA","4","0","0"
"2018","Dec","Philippines","WA","480","1","9"
"2018","Dec","Laos","WA","7","0","40"
"2018","Dec","Other","WA","6","0","-14"
"2018","Dec","Kyrgyzstan","WA","4","0","0"
"2018","Dec","Trinidad and Tobago","WA","4","0","0"
"2008","Dec","Macau","QLD","74","0","32"
"2008","Dec","Brazil","QLD","3598","5","28"
"2008","Dec","Poland","NT","4","0","0"
"2008","Dec","Moldova","QLD","4","0","100"
"2008","Dec","Zimbabwe","QLD","514","1","11"
"2008","Dec","Namibia","QLD","4","0","200"
"2013","Dec","Zimbabwe","ACT","18","0","-5"
"2013","Dec","Thailand","NAT","12","3","1100"
"2013","Dec","Mexico","NAT","4","0",""
"2013","Dec","Armenia","ACT","4","0","0"
"2008","Dec","Yemen","QLD","4","0","-20"
"2008","Dec","Andorra","QLD","4","0",""
"2008","Dec","Rwanda","QLD","4","0","0"
"2008","Dec","Portugal","QLD","140","0","12"
"2008","Dec","United Arab Emirates","QLD","419","1","9"
"2008","Dec","Ukraine","QLD","16","0","7"
"2008","Dec","Ethiopia","QLD","4","0","-50"
"2008","Dec","Taiwan","QLD","3155","5","-5"
"2008","Dec","Tonga","QLD","9","0","0"
"2008","Dec","France","QLD","948","1","15"
"2008","Dec","Syria","NT","4","0",""
"2008","Dec","Brazil","NT","11","2","450"
"2008","Dec","Belize","QLD","4","0","0"
"2012","Dec","Angola","SA","4","0","0"
"2012","Dec","Ethiopia","SA","14","0","8"
"2006","Dec","Russian Federation","QLD","109","0","2"
"2006","Dec","United Kingdom (Other)","QLD","29","0","-27"
"2006","Dec","Poland","QLD","103","0","18"
"2017","Dec","Bangladesh","NSW","3294","1","14"
"2017","Dec","Samoa, American","NSW","4","0",""
"2017","Dec","Guyana","NSW","4","0","0"
"2018","Dec","Andorra","WA","4","0",""
"2018","Dec","Bahrain","WA","4","0","-67"
"2018","Dec","Zambia","WA","207","1","-13"
"2018","Dec","Tuvalu","WA","4","0","0"
"2013","Dec","Laos","ACT","18","0","20"
"2013","Dec","France","ACT","47","0","-6"
"2013","Dec","Iran","ACT","80","1","13"
"2013","Dec","Kenya","NAT","5","1","67"
"2013","Dec","Uganda","ACT","6","0","50"
"2013","Dec","Finland","ACT","11","0","0"
"2008","Dec","Papua New Guinea","QLD","369","1","9"
"2008","Dec","Finland","QLD","95","0","0"
"2008","Dec","Syria","QLD","6","0","20"
"2008","Dec","Papua New Guinea","NT","4","0","0"
"2013","Dec","Estonia","NAT","4","1",""
"2013","Dec","Belarus","ACT","4","0","0"
"2013","Dec","Bolivia","ACT","4","0","0"
"2006","Dec","Germany","QLD","1501","3","19"
"2006","Dec","Iran","QLD","199","0","17"
"2006","Dec","Gaza Strip and West Bank","QLD","4","0","-20"
"2007","Dec","Germany","VIC","950","1","10"
"2007","Dec","Brunei Darussalam","VIC","140","0","30"
